tm,stability,entry,proteinname
44.36815346,Medium,P53141,Myosin light chain 1 (Calmodulin-like myosin light chain MLC1) (Myosin-2 light chain)
40.56808143,Unstable,Q12387,N-terminal acetyltransferase B complex subunit MDM20 (NatB complex subunit MDM20) (Dislikes extra CIN8 protein 1) (Mitochondrial distribution and morphology protein 20)
54.9265505,Medium,P33327,NAD-specific glutamate dehydrogenase (NAD-GDH) (EC 1.4.1.2)
43.02479857,Unstable,P53164,NADH pyrophosphatase (EC 3.6.1.22)
52.71829582,Medium,Q05016,NADP-dependent 3-hydroxy acid dehydrogenase (L-allo-threonine dehydrogenase) (EC 1.1.1.381)
51.44454746,Medium,Q04894,NADP-dependent alcohol dehydrogenase 6 (EC 1.1.1.2) (NADP-dependent alcohol dehydrogenase VI) (ScADHVI)
66.02799439,Stable,P07262,NADP-specific glutamate dehydrogenase 1 (NADP-GDH 1) (EC 1.4.1.4) (NADP-dependent glutamate dehydrogenase 1)
47.65314328,Medium,Q03558,NADPH dehydrogenase 2 (EC 1.6.99.1) (Old yellow enzyme 2)
52.73839216,Medium,P16603,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)
53.14383244,Medium,Q07551,NADPH-dependent alpha-keto amide reductase (AKR-E) (EC 1.2.1.-) (YKAR)
52.15545555,Medium,P38879,Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (GAL4 DNA-binding enhancer protein 2)
48.80228242,Medium,Q02642,Nascent polypeptide-associated complex subunit beta-1 (NAC-beta-1) (BTF3 homolog EGD1) (Beta-1-NAC) (GAL4 DNA-binding enhancer protein 1)
53.06310082,Medium,P53184,Nicotinamidase (EC 3.5.1.19) (Nicotine deamidase) (NAMase)
48.20467057,Medium,P39683,Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21)
51.13984474,Medium,Q12207,Non-classical export protein 2
51.79005939,Medium,P46970,Nonsense-mediated mRNA decay protein 5 (Karyopherin-119)
53.47875255,Medium,P33331,Nuclear transport factor 2 (NTF-2) (Nuclear transport factor P10)
51.36714239,Medium,Q02892,Nucleolar GTP-binding protein 1
49.5698991,Medium,Q01560,Nucleolar protein 3 (Mitochondrial targeting suppressor 1 protein) (Nuclear polyadenylated RNA-binding protein 1)
47.83138328,Medium,Q12499,Nucleolar protein 58 (Nucleolar protein 5)
67.76862926,Stable,P40066,Nucleoporin GLE2 (Nuclear pore protein GLE2) (poly(A) RNA export protein RAE1)
57.77547011,Medium,P35729,Nucleoporin NUP120 (Nuclear pore protein NUP120)
49.18765846,Medium,P39685,Nucleoporin POM152 (Nuclear pore protein POM152) (P150) (Pore membrane protein POM152)
63.09708,Stable,P38219,Obg-like ATPase 1
42.41237282,Unstable,P07991,Ornithine aminotransferase (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)
65.00479192,Stable,P05150,Ornithine carbamoyltransferase (EC 2.1.3.3) (Ornithine transcarbamylase) (OTCase)
43.37407061,Unstable,P13298,Orotate phosphoribosyltransferase 1 (OPRT 1) (OPRTase 1) (EC 2.4.2.10)
53.44208668,Medium,P11353,Oxygen-dependent coproporphyrinogen-III oxidase (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)
50.18723095,Medium,P35844,Oxysterol-binding protein homolog 4 (Protein KES1)
55.14867959,Medium,P08566,Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]
49.66808906,Medium,P14832,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (CPH) (Cyclosporin A-binding protein) (PPI-II) (Rotamase)
49.02798456,Medium,P25719,"Peptidyl-prolyl cis-trans isomerase C, mitochondrial (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (PPI-III) (Rotamase C)"
48.98317958,Medium,P53691,Peptidyl-prolyl cis-trans isomerase CPR6 (PPIase CPR6) (EC 5.2.1.8) (Rotamase CPR6)
55.5868218,Medium,P35176,Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (Cyclophilin D) (Rotamase D)
51.17884067,Medium,P34760,Peroxiredoxin TSA1 (EC 1.11.1.15) (Cytoplasmic thiol peroxidase 1) (cTPx 1) (PRP) (Thiol-specific antioxidant protein 1) (Thioredoxin peroxidase)
43.41735666,Unstable,P38013,Peroxiredoxin type-2 (EC 1.11.1.15) (AHPC1) (Cytoplasmic thiol peroxidase 3) (cTPx 3) (Peroxiredoxin type II) (Peroxisomal alkyl hydroperoxide reductase) (TPx type II) (Thiol-specific antioxidant II) (TSA II) (Thioredoxin peroxidase type II) (Thioredoxin reductase type II)
47.43104849,Medium,P53261,Pescadillo homolog (Nucleolar protein 7) (Ribosomal RNA-processing protein 13)
52.30637471,Medium,P15625,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)
52.72330933,Medium,P15624,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)
60.33226108,Stable,P38221,Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CDP-DG synthase) (CTP:phosphatidate cytidylyltransferase)
48.20023517,Medium,P37297,Phosphatidylinositol 4-kinase STT4 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67)
51.88965099,Medium,P53860,Phosphatidylinositol transfer protein PDR16 (PITP) (Pleiotropic drug resistance protein 16) (SEC14 homolog 3)
55.30507511,Medium,P33401,Phosphoglucomutase 1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1)
50.77674207,Medium,P37012,"Phosphoglucomutase 2 (PGM 2) (EC 5.4.2.2) (D-glucose-1,6-diphosphate:D-glucose-1-phosphate phosphotransferase) (Glucose phosphomutase 2)"
49.72077895,Medium,P00560,Phosphoglycerate kinase (EC 2.7.2.3)
51.0742751,Medium,P00950,Phosphoglycerate mutase 1 (PGAM 1) (EC 5.4.2.11) (BPG-dependent PGAM 1) (MPGM 1) (Phosphoglyceromutase 1)
63.80426736,Stable,P07283,Phosphomannomutase (PMM) (EC 5.4.2.8)
51.57867441,Medium,P24521,Phosphomevalonate kinase (EC 2.7.4.2)
57.30892169,Medium,P21264,Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)
49.5666573,Medium,P27616,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)
56.25794759,Medium,P04161,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)
42.41637503,Unstable,P33330,Phosphoserine aminotransferase (PSAT) (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)
45.69084246,Medium,P05030,Plasma membrane ATPase 1 (EC 3.6.3.6) (Proton pump 1)
48.87790058,Medium,P29468,Poly(A) polymerase (PAP) (EC 2.7.7.19) (Polynucleotide adenylyltransferase)
42.58255291,Unstable,P04147,"Polyadenylate-binding protein, cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (ARS consensus-binding protein ACBP-67) (Polyadenylate tail-binding protein)"
53.88398892,Medium,Q12271,"Polyphosphatidylinositol phosphatase INP53 (Suppressor of PMA1 protein 2) (Synaptojanin-like protein 3) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]"
56.48771122,Medium,P46367,"Potassium-activated aldehyde dehydrogenase, mitochondrial (EC 1.2.1.5) (K(+)-activated acetaldehyde dehydrogenase) (K(+)-ACDH)"
45.93673987,Medium,P53877,Pre-rRNA-processing protein IPI3 (Involved in processing IST2 protein 3)
52.90713054,Medium,P38883,Pre-rRNA-processing protein RIX1 (Involved in processing IST2 protein 2) (Ribosomal export protein 1)
54.96301308,Medium,Q04493,Prefoldin subunit 5 (Genes involved in microtubule biogenesis protein 5) (Gim complex subunit 5) (GimC subunit 5)
45.34470739,Medium,Q03655,"Probable 1,3-beta-glucanosyltransferase GAS3 (EC 2.4.1.-) (Glycolipid-anchored surface protein 3)"
53.49938081,Medium,P52893,"Probable alanine aminotransferase, mitochondrial (EC 2.6.1.2) (Glutamate pyruvate transaminase) (GPT) (Glutamic--alanine transaminase) (Glutamic--pyruvic transaminase)"
54.75134851,Medium,P46985,"Probable alpha-1,6-mannosyltransferase MNN11 (EC 2.4.1.-) (Mannan polymerase II complex MNN11 subunit) (M-Pol II subunit MNN11)"
46.27885368,Medium,P25371,Probable ATP-dependent permease
55.64828384,Medium,Q08225,Probable dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III)
52.05465522,Medium,Q06644,Probable dolichyl-phosphate-mannose--protein mannosyltransferase 7 (EC 2.4.1.109)
49.790176,Medium,P53334,Probable family 17 glucosidase SCW4 (EC 3.2.1.-) (Soluble cell wall protein 4)
54.07938651,Medium,Q05790,Probable glycosidase CRR1 (EC 3.2.-.-) (CRH-related protein 1)
54.12550804,Medium,P38130,Probable mannosyltransferase KTR3 (EC 2.4.1.-)
54.90558805,Medium,P21242,Probable proteasome subunit alpha type-7 (EC 3.4.25.1) (Macropain subunit C1) (Multicatalytic endopeptidase complex subunit C1) (Proteasome component C1) (Proteinase YSCE subunit 1)
52.0921797,Medium,P07274,Profilin
42.58176039,Unstable,P21243,Proteasome subunit alpha type-1 (EC 3.4.25.1) (Macropain subunit C7-alpha) (Multicatalytic endopeptidase complex C7) (Proteasome component C7-alpha) (Proteasome component Y8) (Proteinase YSCE subunit 7) (SCL1 suppressor protein)
64.80405761,Stable,P23638,Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit Y13) (Multicatalytic endopeptidase complex subunit Y13) (Proteasome component Y13) (Proteinase YSCE subunit 13)
49.58107084,Medium,P40303,Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit PRE6) (Multicatalytic endopeptidase complex subunit PRE6) (Proteasome component PRE6) (Proteinase YSCE subunit PRE6)
65.59263887,Stable,P38624,Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit PRE3) (Multicatalytic endopeptidase complex subunit PRE3) (Proteasome component PRE3) (Proteinase YSCE subunit PRE3)
64.07142306,Stable,P25043,Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit PUP1) (Multicatalytic endopeptidase complex subunit PUP1) (Proteasome component PUP1) (Proteinase YSCE subunit PUP1)
64.76355806,Stable,P30657,Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain subunit PRE4) (Multicatalytic endopeptidase complex subunit PRE4) (Proteasome component PRE4) (Proteinase YSCE subunit PRE4)
42.45791671,Unstable,P16550,"Protein APA1 [Includes: Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 1 (Ap4A phosphorylase 1) (EC 2.7.7.53) (ADP-sulfurylase) (EC 2.7.7.5) (ATP adenylyltransferase) (Diadenosine tetraphosphate alpha,beta-phosphorylase (ADP-forming))]"
49.53922096,Medium,Q01217,"Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]"
53.43359137,Medium,P38074,Protein arginine N-methyltransferase 1 (EC 2.1.1.-) (Major type I protein arginine N-methyltransferase) (Type I PRMT) (hnRNP arginine N-methyltransferase)
51.58028216,Medium,Q12314,Protein arginine N-methyltransferase SFM1 (EC 2.1.1.-) (SPOUT family methyltransferase 1)
53.22363723,Medium,P29311,Protein BMH1
47.12348131,Medium,P34730,Protein BMH2
43.82157243,Unstable,P17967,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Thioredoxin-related glycoprotein 1)
65.48325856,Stable,P36037,Protein DOA1
43.53836749,Unstable,Q12450,Protein ERP4
54.06681351,Medium,P40008,"Protein FMP52, mitochondrial (Found in mitochondrial proteome protein 52)"
62.24011122,Stable,Q05905,Protein HRI1 (HRR25-interacting protein 1)
45.81305617,Medium,P53009,Protein kinase-like protein SCY1
55.51612804,Medium,P52918,Protein MSN5
40.83473043,Unstable,P06105,Protein SCP160 (Protein HX)
56.52475307,Medium,P25294,Protein SIS1
50.67486665,Medium,P40040,Protein THO1
48.57123143,Medium,P40462,Protein TMA108 (EC 3.4.11.-) (108 kDa translation machinery-associated protein)
46.75539337,Medium,P38825,Protein TOM71 (71 kDa mitochondrial outer membrane protein)
43.40920349,Unstable,P14906,Protein translocation protein SEC63 (Protein NPL1) (Sec62/63 complex 73 kDa subunit)
45.51354812,Medium,Q04491,Protein transport protein SEC13
45.98345039,Medium,P15303,Protein transport protein SEC23
48.50088755,Medium,P40482,Protein transport protein SEC24 (Abnormal nuclear morphology 1)
44.07672979,Medium,P38968,Protein transport protein SEC31 (Protein WEB1)
45.46136574,Medium,P11075,Protein transport protein SEC7
48.1872693,Medium,P07259,Protein URA2 [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2)]
48.83470551,Medium,P38616,Protein YGP1 (GP38)
51.22644407,Medium,Q08245,Protein ZEO1 (Zeocin resistance protein 1)
46.20274286,Medium,Q12512,Protein ZPS1
40.38206424,Unstable,Q12335,Protoplast secreted protein 2
52.08970161,Medium,Q05788,Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)
42.73735463,Unstable,Q07505,Putative carboxymethylenebutenolidase (EC 3.1.1.45) (Dienelactone hydrolase) (DLH)
67.41486887,Stable,P38836,Putative metallocarboxypeptidase ECM14 (EC 3.4.17.-) (Extracellular mutant protein 14)
46.84886145,Medium,Q12458,Putative reductase 1 (EC 1.1.1.-)
68.67585403,Stable,P38109,Putative serine carboxypeptidase YBR139W (EC 3.4.16.-)
43.74761112,Unstable,P38075,Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx)
52.0647253,Medium,P32263,Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2)
48.80379024,Medium,P11154,Pyruvate carboxylase 1 (EC 6.4.1.1) (Pyruvic carboxylase 1) (PCB 1)
53.90190649,Medium,P32327,Pyruvate carboxylase 2 (EC 6.4.1.1) (Pyruvic carboxylase 2) (PCB 2)
51.48452524,Medium,P06169,Pyruvate decarboxylase isozyme 1 (EC 4.1.1.-) (EC 4.1.1.1) (EC 4.1.1.43) (EC 4.1.1.74)
57.11827051,Medium,P26263,Pyruvate decarboxylase isozyme 3 (EC 4.1.1.1)
45.29339431,Medium,P16451,"Pyruvate dehydrogenase complex protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (Pyruvate dehydrogenase complex component E3BP)"
42.08963552,Unstable,P32473,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 beta) (PDHE1-B)"
49.6832898,Medium,P00549,Pyruvate kinase 1 (PK 1) (EC 2.7.1.40) (cell division cycle protein 19)
56.13563267,Medium,P39958,Rab GDP-dissociation inhibitor (Rab GDI) (Secretory pathway GDP dissociation inhibitor)
43.7536418,Unstable,P11745,Ran GTPase-activating protein 1 (Protein involved in RNA production/processing)
46.82091713,Medium,P01120,Ras-like protein 2
49.55869518,Medium,P07560,Ras-related protein SEC4 (Suppressor of RHO3 protein 6)
68.6422073,Stable,P11491,"Repressible alkaline phosphatase (EC 3.1.3.1) (Fructose-2,6-bisphosphate 6-phosphatase) (EC 3.1.3.54) (Membrane-bound repressible alkaline phosphatase) [Cleaved into: Soluble alkaline phosphatase (EC 3.1.7.6) (Farnesyl diphosphatase)]"
40.47590852,Unstable,P38804,Restriction of telomere capping protein 3
51.64428783,Medium,Q04947,Reticulon-like protein 1
57.8056383,Medium,Q12443,Reticulon-like protein 2
54.56142405,Medium,Q12434,Rho GDP-dissociation inhibitor (Rho GDI)
50.77862026,Medium,Q02933,Ribonuclease T2-like (RNase T2-like) (EC 3.1.27.1)
50.17646193,Medium,P21524,Ribonucleoside-diphosphate reductase large chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R1 subunit 1) (Ribonucleotide reductase large subunit 1)
56.3115193,Medium,P09938,Ribonucleoside-diphosphate reductase small chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R2 subunit 1) (Ribonucleotide reductase small subunit 1)
50.85814617,Medium,P49723,Ribonucleoside-diphosphate reductase small chain 2 (EC 1.17.4.1) (Ribonucleotide reductase R2 subunit 2) (Ribonucleotide reductase small subunit 2)
54.56386014,Medium,Q12189,Ribose-5-phosphate isomerase (EC 5.3.1.6) (D-ribose-5-phosphate ketol-isomerase) (Phosphoriboisomerase)
51.28145158,Medium,P32895,Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 1)
50.62758714,Medium,P38689,Ribose-phosphate pyrophosphokinase 3 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 3)
54.26285514,Medium,P35178,Ribosomal RNA-processing protein 1
51.90499107,Medium,P53927,Ribosome biogenesis protein 15 (Nucleolar protein 15)
50.51370911,Medium,Q07915,Ribosome biogenesis protein RLP24 (Ribosomal protein L24-like)
59.33542015,Stable,P38805,Ribosome production factor 1 (Ribosome biogenesis protein RPF1)
51.6752175,Medium,Q12532,Ribosome quality control complex subunit 2 (Translation-associated element 2)
48.43018171,Medium,P38788,Ribosome-associated complex subunit SSZ1 (DnaK-related protein SSZ1) (Heat shock protein 70 homolog SSZ1) (Pleiotropic drug resistance protein 13)
53.12477376,Medium,P53914,RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (Killer toxin-resistance protein 33) (Ribosomal RNA cytidine acetyltransferase 1)
69.54792713,Stable,P35732,RNA polymerase II degradation factor 1 (RRM3-interacting protein 1)
44.32580562,Medium,P89105,RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9)
48.25508501,Medium,P25567,RNA-binding protein SRO9 (Suppressor of RHO3 protein 9)
43.40070604,Unstable,P32340,"Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial (EC 1.6.5.9) (Internal NADH dehydrogenase) (NADH:ubiquinone reductase (non-electrogenic))"
42.99910087,Unstable,Q05022,rRNA biogenesis protein RRP5 (Ribosomal RNA-processing protein 5) (U3 small nucleolar RNA-associated protein RRP5) (U3 snoRNA-associated protein RRP5)
52.27373876,Medium,Q03940,RuvB-like protein 1 (RUVBL1) (EC 3.6.4.12) (TIP49-homology protein 1) (TIP49a homolog)
54.86778462,Medium,P32771,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284) (Alcohol dehydrogenase SFA) (EC 1.1.1.1) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (FLD) (GSH-FDH) (EC 1.1.1.-)
64.14261042,Stable,P40363,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12)
46.75226129,Medium,P07267,Saccharopepsin (EC 3.4.23.25) (Aspartate protease) (PrA) (Proteinase A) (Carboxypeptidase Y-deficient protein 4) (Proteinase YSCA)
50.02320894,Medium,P38998,"Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)"
49.1867312,Medium,P24280,SEC14 cytosolic factor (Phosphatidylinositol/phosphatidylcholine transfer protein) (PI/PC TP)
47.41771145,Medium,P38810,SED5-binding protein 3 (Lethal with SEC13 protein 1) (SEC24-related protein 3)
52.56345298,Medium,P36136,"Sedoheptulose 1,7-bisphosphatase (EC 3.1.3.37)"
50.4345653,Medium,P37291,"Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)"
61.24370082,Stable,P37292,"Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)"
54.61432382,Medium,P25045,Serine palmitoyltransferase 1 (SPT 1) (SPT1) (EC 2.3.1.50) (Long chain base biosynthesis protein 1)
44.28443862,Medium,P07284,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)"
49.43351281,Medium,P53104,Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy protein 3) (Autophagy-related protein 1) (Cytoplasm to vacuole targeting protein 10)
46.32458246,Medium,Q03533,Serine/threonine-protein kinase TDA1 (Topoisomerase I damage affected protein 1) (EC 2.7.11.1)
53.45781352,Medium,P40454,Serine/threonine-protein phosphatase 2A activator 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-1) (PPIase PTPA-1) (Rotamase PTPA-1) (Phosphotyrosyl phosphatase activator 1)
48.67105516,Medium,P32598,Serine/threonine-protein phosphatase PP1-2 (EC 3.1.3.16)
54.9984562,Medium,Q04969,Signal peptidase complex subunit SPC2 (Microsomal signal peptidase subunit 2)
69.60513134,Stable,P32445,"Single-stranded DNA-binding protein RIM1, mitochondrial (Mitochondrial ssDNA-binding protein)"
52.0507335,Medium,Q04264,Sister chromatid cohesion protein PDS5 (Precocious dissociation of sisters protein 5)
67.1592179,Stable,P43612,SIT4-associating protein SAP155
52.4435439,Medium,Q12118,Small glutamine-rich tetratricopeptide repeat-containing protein 2 (SGT/UBP) (Viral protein U-binding protein)
51.26077512,Medium,Q12074,Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase)
56.90815211,Medium,Q12455,Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)
57.48783485,Medium,P21623,Spore wall maturation protein DIT1
40.45765611,Unstable,P32476,Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE)
50.90496766,Medium,P53629,Sterol O-acyltransferase 2 (EC 2.3.1.26) (Sterol-ester synthase 2)
46.36004977,Medium,Q00711,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP)"
43.4920947,Unstable,P39692,Sulfite reductase [NADPH] flavoprotein component (EC 1.8.1.2)
61.80714364,Stable,P47169,Sulfite reductase [NADPH] subunit beta (EC 1.8.1.2) (Extracellular mutant protein 17)
62.03702984,Stable,P00445,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)
49.16676736,Medium,P40202,Superoxide dismutase 1 copper chaperone
53.65373936,Medium,P53078,Suppressor of disruption of TFIIS
48.5546351,Medium,P39015,Suppressor protein STM1 (3BP1) (GU4 nucleic-binding protein 2) (G4p2 protein) (POP2 multicopy suppressor protein 4) (Ribosomal subunits association factor) (AF) (TOM1 suppressor protein 1) (Triplex-binding protein 1)
47.42827713,Medium,Q05515,Survival factor 1
52.24192317,Medium,P36015,Synaptobrevin homolog YKT6 (EC 2.3.1.-)
58.87166261,Medium,P12612,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha)
54.54858064,Medium,P39078,T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta)
43.00575322,Unstable,P42943,T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)
43.90668878,Unstable,P29509,Thioredoxin reductase 1 (EC 1.8.1.9)
67.08519797,Stable,P22217,Thioredoxin-1 (Thioredoxin I) (TR-I) (Thioredoxin-2)
42.58665443,Unstable,Q12305,"Thiosulfate sulfurtransferase RDL1, mitochondrial (EC 2.8.1.1) (Rhodanese-like protein 1)"
43.57582238,Unstable,Q08686,Thiosulfate sulfurtransferase TUM1 (EC 2.8.1.1) (Thiouridine modification protein 1)
40.21979197,Unstable,P00927,"Threonine dehydratase, mitochondrial (EC 4.3.1.19) (Threonine deaminase)"
56.88165833,Medium,P16120,Threonine synthase (TS) (EC 4.2.3.1)
49.2272935,Medium,P04801,"Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)"
55.71297028,Medium,P06785,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45) (Cell division cycle protein 21) (Constitutive RNR3 transcription protein 9)
45.93405539,Medium,Q03337,Trafficking protein particle complex subunit 31 (TRAPP subunit 31) (Transport protein particle 31 kDa subunit)
46.80922851,Medium,P15019,Transaldolase (EC 2.2.1.2)
56.79631923,Medium,P23615,Transcription elongation factor SPT6 (Chromatin elongation factor SPT6)
52.27520588,Medium,P40041,Transcription factor VHR2 (VHT1 regulator 2)
58.83923391,Medium,P32774,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA 13.5 kDa subunit) (Transcription initiation factor IIA small chain) (Transcription initiation factor IIA small subunit)
53.08600758,Medium,P22082,Transcription regulatory protein SNF2 (EC 3.6.4.-) (ATP-dependent helicase SNF2) (Regulatory protein GAM1) (Regulatory protein SWI2) (SWI/SNF complex component SNF2) (Transcription factor TYE3)
50.96179563,Medium,Q12363,Transcriptional modulator WTM1
57.28518674,Medium,P23254,Transketolase 1 (TK 1) (EC 2.2.1.1)
49.47218739,Medium,P09032,Translation initiation factor eIF-2B subunit gamma (GCD complex subunit GCD1) (Guanine nucleotide exchange factor subunit GCD1) (eIF-2B GDP-GTP exchange factor subunit gamma)
49.41996091,Medium,Q03195,Translation initiation factor RLI1 (ATP-binding cassette sub-family E member RLI1) (RNase L inhibitor)
45.33126792,Medium,P35691,Translationally-controlled tumor protein homolog (TCTP) (Microtubule and mitochondria-interacting protein 1) (Translation machinery-associated protein 19)
50.03395776,Medium,P0C2I4,Transposon Ty1-H Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]
51.4468895,Medium,P0CX74,Transposon Ty1-JR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]
51.52698104,Medium,P38426,"Trehalose synthase complex regulatory subunit TPS3 (Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 115 kDa subunit)"
50.61365675,Medium,P31688,Trehalose-phosphatase (EC 3.1.3.12) (Trehalose synthase complex catalytic subunit TPS2) (Trehalose-6-phosphate phosphatase) (TPP)
61.79279359,Stable,P00942,Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)
44.27683599,Medium,Q03774,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82 (Transfer RNA methyltransferase 82)
51.44668357,Medium,P15565,"tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)"
